6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
10997_10.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: pos
12471_8.txt: { positive score: 18, negative score: 21.0 }, classification: negative, correct: pos
6466_10.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: pos
7382_10.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: pos
1060_8.txt: { positive score: 12, negative score: 12.25 }, classification: negative, correct: pos
8163_7.txt: { positive score: 31, negative score: 28.0 }, classification: positive, correct: pos
10221_8.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: pos
9925_9.txt: { positive score: 14, negative score: 7.0 }, classification: positive, correct: pos
9985_9.txt: { positive score: 26, negative score: 21.0 }, classification: positive, correct: pos
3457_9.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: pos
11644_10.txt: { positive score: 15, negative score: 14.0 }, classification: positive, correct: pos
5163_10.txt: { positive score: 19, negative score: 26.25 }, classification: negative, correct: pos
9_7.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: pos
5478_9.txt: { positive score: 12, negative score: 8.75 }, classification: positive, correct: pos
6193_10.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: pos
4804_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
1605_9.txt: { positive score: 22, negative score: 28.0 }, classification: negative, correct: pos
6989_10.txt: { positive score: 14, negative score: 15.75 }, classification: negative, correct: pos
1657_9.txt: { positive score: 13, negative score: 8.75 }, classification: positive, correct: pos
5290_8.txt: { positive score: 21, negative score: 24.5 }, classification: negative, correct: pos
8272_10.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: pos
6817_10.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: pos
5234_10.txt: { positive score: 29, negative score: 29.75 }, classification: negative, correct: pos
9650_7.txt: { positive score: 15, negative score: 14.0 }, classification: positive, correct: pos
9922_8.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: pos
9756_10.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: pos
2447_7.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: pos
11537_7.txt: { positive score: 11, negative score: 5.25 }, classification: positive, correct: pos
4401_10.txt: { positive score: 39, negative score: 33.25 }, classification: positive, correct: pos
9720_10.txt: { positive score: 21, negative score: 38.5 }, classification: negative, correct: pos
9456_10.txt: { positive score: 23, negative score: 29.75 }, classification: negative, correct: pos
9791_10.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: pos
286_10.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: pos
11261_10.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: pos
4104_10.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: pos
5331_9.txt: { positive score: 27, negative score: 29.75 }, classification: negative, correct: pos
8172_10.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: pos
8849_10.txt: { positive score: 26, negative score: 21.0 }, classification: positive, correct: pos
2218_10.txt: { positive score: 15, negative score: 3.5 }, classification: positive, correct: pos
9129_9.txt: { positive score: 25, negative score: 33.25 }, classification: negative, correct: pos
6985_7.txt: { positive score: 9, negative score: 15.75 }, classification: negative, correct: pos
11421_10.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: pos
8247_10.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: pos
2216_7.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: pos
12473_8.txt: { positive score: 10, negative score: 12.25 }, classification: negative, correct: pos
1715_8.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: pos
12259_8.txt: { positive score: 35, negative score: 45.5 }, classification: negative, correct: pos
12257_7.txt: { positive score: 5, negative score: 0 }, classification: positive, correct: pos
1297_7.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: pos
8595_10.txt: { positive score: 10, negative score: 8.75 }, classification: positive, correct: pos
10577_9.txt: { positive score: 37, negative score: 31.5 }, classification: positive, correct: pos
3242_8.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: pos
9807_9.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: pos
1228_7.txt: { positive score: 36, negative score: 45.5 }, classification: negative, correct: pos
5836_10.txt: { positive score: 15, negative score: 12.25 }, classification: positive, correct: pos
341_9.txt: { positive score: 24, negative score: 12.25 }, classification: positive, correct: pos
6073_10.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: pos
5144_10.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: pos
6173_10.txt: { positive score: 10, negative score: 7.0 }, classification: positive, correct: pos
6607_9.txt: { positive score: 10, negative score: 5.25 }, classification: positive, correct: pos
11801_10.txt: { positive score: 21, negative score: 21.0 }, classification: negative, correct: pos
4867_10.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: pos
8803_8.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
7583_9.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: pos
12383_10.txt: { positive score: 13, negative score: 21.0 }, classification: negative, correct: pos
702_7.txt: { positive score: 18, negative score: 22.75 }, classification: negative, correct: pos
1125_10.txt: { positive score: 11, negative score: 0 }, classification: positive, correct: pos
6781_7.txt: { positive score: 8, negative score: 8.75 }, classification: negative, correct: pos
7453_10.txt: { positive score: 21, negative score: 17.5 }, classification: positive, correct: pos
7689_7.txt: { positive score: 12, negative score: 3.5 }, classification: positive, correct: pos
854_7.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: pos
3618_10.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: pos
9598_10.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: pos
690_10.txt: { positive score: 8, negative score: 3.5 }, classification: positive, correct: pos
1381_7.txt: { positive score: 10, negative score: 19.25 }, classification: negative, correct: pos
2460_7.txt: { positive score: 14, negative score: 17.5 }, classification: negative, correct: pos
11862_7.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: pos
9003_10.txt: { positive score: 25, negative score: 22.75 }, classification: positive, correct: pos
2350_8.txt: { positive score: 22, negative score: 14.0 }, classification: positive, correct: pos
2661_10.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: pos
11937_9.txt: { positive score: 8, negative score: 0 }, classification: positive, correct: pos
11124_8.txt: { positive score: 16, negative score: 14.0 }, classification: positive, correct: pos
8262_10.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: pos
3251_8.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: pos
2364_10.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: pos
4366_10.txt: { positive score: 17, negative score: 14.0 }, classification: positive, correct: pos
49_10.txt: { positive score: 8, negative score: 0 }, classification: positive, correct: pos
9995_8.txt: { positive score: 26, negative score: 17.5 }, classification: positive, correct: pos
4212_7.txt: { positive score: 27, negative score: 33.25 }, classification: negative, correct: pos
3_7.txt: { positive score: 18, negative score: 24.5 }, classification: negative, correct: pos
10063_10.txt: { positive score: 8, negative score: 0 }, classification: positive, correct: pos
11401_10.txt: { positive score: 34, negative score: 26.25 }, classification: positive, correct: pos
11106_7.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: pos
4323_7.txt: { positive score: 17, negative score: 19.25 }, classification: negative, correct: pos
9039_8.txt: { positive score: 11, negative score: 7.0 }, classification: positive, correct: pos
18_8.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: pos
5792_10.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: pos
10973_7.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: pos
12285_10.txt: { positive score: 11, negative score: 1.75 }, classification: positive, correct: pos
1576_7.txt: { positive score: 13, negative score: 8.75 }, classification: positive, correct: pos
205_10.txt: { positive score: 11, negative score: 8.75 }, classification: positive, correct: pos
11837_9.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: pos
1512_9.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: pos
7766_10.txt: { positive score: 10, negative score: 0 }, classification: positive, correct: pos
11753_8.txt: { positive score: 11, negative score: 3.5 }, classification: positive, correct: pos
